RowId,RssdId,ParentId,InstitutionName,InstitutionType,City,StateOrCountry
48,3829060,3867790,BANK OF AMERICA YATIRIM BANK A.S.,International Nonbank Sub of Domestic Entities,ISTANBUL,TURKEY                                  
49,3868144,3867790,"MERRILL LYNCH GROUP HOLDINGS II, L.L.C.",Domestic Entity Other,NEW YORK,NY
50,3869619,3868144,MERRILL LYNCH KINGDOM OF SAUDI ARABIA COMPANY,International Nonbank Sub of Domestic Entities,RIYADH,SAUDI ARABIA                            
51,3909243,3868144,BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S.A.,International Nonbank Sub of Domestic Entities,SAO PAULO,BRAZIL                                  
52,3829060,3868144,BANK OF AMERICA YATIRIM BANK A.S.,International Nonbank Sub of Domestic Entities,ISTANBUL,TURKEY                                  
53,3909113,3867790,MERRILL LYNCH SECURITIES (TAIWAN) LTD.,International Nonbank Sub of Domestic Entities,TAIPEI,TAIWAN                                  
54,3868171,3867790,"MERRILL LYNCH GROUP HOLDINGS III, L.L.C.",Domestic Entity Other,NEW YORK,NY
55,3829060,3868171,BANK OF AMERICA YATIRIM BANK A.S.,International Nonbank Sub of Domestic Entities,ISTANBUL,TURKEY                                  
56,3869619,3868171,MERRILL LYNCH KINGDOM OF SAUDI ARABIA COMPANY,International Nonbank Sub of Domestic Entities,RIYADH,SAUDI ARABIA                            
57,3868135,3867790,"MERRILL LYNCH GROUP HOLDINGS I, L.L.C.",Domestic Entity Other,NEW YORK,NY
58,3829060,3868135,BANK OF AMERICA YATIRIM BANK A.S.,International Nonbank Sub of Domestic Entities,ISTANBUL,TURKEY                                  
59,3869619,3868135,MERRILL LYNCH KINGDOM OF SAUDI ARABIA COMPANY,International Nonbank Sub of Domestic Entities,RIYADH,SAUDI ARABIA                            
60,5346851,3868135,BOFA SECURITIES EUROPE SA,International Nonbank Sub of Domestic Entities,PARIS,FRANCE (OTHER)                          
61,3909065,3867790,"ML GCRE GP, L.L.C.",Domestic Entity Other,CHICAGO,IL
62,3911657,3909065,"ML ASIAN R.E. FUND (ML), L.P.",Domestic Entity Other,CHARLOTTE,NC
63,3911125,3909065,"ML ASIAN R.E. FUND GP, L.L.C.",Domestic Entity Other,CHICAGO,IL
64,3911648,3911125,"ML ASIAN R.E. FUND GP, L.P.",Domestic Entity Other,CHICAGO,IL
65,3911684,3911648,ML LCI ASIA L.P.,Domestic Entity Other,CHICAGO,IL
66,3911723,3911125,"CP ASIAN R.E. FUND C.I.M.P., L.P.",Domestic Entity Other,CHICAGO,IL
67,3911714,3911125,"CP ASIAN R.E. FUND C.I.P., L.P.",Domestic Entity Other,CHICAGO,IL
68,4231736,3909065,"BOFAML ASIA FUND LP, LLC",Domestic Entity Other,CHICAGO,IL
69,3911657,4231736,"ML ASIAN R.E. FUND (ML), L.P.",Domestic Entity Other,CHARLOTTE,NC
70,3867772,3867790,MERRILL LYNCH L.P. HOLDINGS INC.,Domestic Entity Other,CHICAGO,IL
71,3874369,3867772,"MERRILL LYNCH GENCO II, LLC",Domestic Entity Other,NEW YORK,NY
72,3870165,3867772,"GLOBAL PRINCIPAL FINANCE COMPANY, LLC",Domestic Entity Other,NEW YORK,NY
73,3879805,3870165,"MERRILL LYNCH GENCO, LLC",Domestic Entity Other,NEW YORK,NY
74,3879814,3870165,GPFC IRELAND LIMITED,International Nonbank Sub of Domestic Entities,DUBLIN,IRELAND                                 
75,3869833,3867772,ML INFRASTRUCTURE HOLDINGS LLC,Domestic Entity Other,CHICAGO,IL
76,3879373,3869833,ML INFRASTRUCTURE HOLDINGS S.AR.L.,Domestic Entity Other,CHICAGO,IL
77,4355137,3867790,MERRILL LYNCH VALUATIONS LLC,Domestic Entity Other,NEW YORK,NY
78,3882234,3867790,"ML INVEST FINANCE, L.L.C.",Domestic Entity Other,NEW YORK,NY
79,3908862,3867790,ML CAYMAN HOLDINGS INC.,Domestic Entity Other,NEW YORK,NY
80,3909953,3908862,MERRILL LYNCH INTERNATIONAL SERVICES LIMITED,International Nonbank Sub of Domestic Entities,TORONTO,CANADA                                  
81,3909962,3909953,MERRILL LYNCH INTERNATIONAL & CO. C.V.,International Nonbank Sub of Domestic Entities,CURACAO,NETHERLANDS ANTILLES                    
82,3909962,3908862,MERRILL LYNCH INTERNATIONAL & CO. C.V.,International Nonbank Sub of Domestic Entities,CURACAO,NETHERLANDS ANTILLES                    
83,1983623,3908862,MERRILL LYNCH BANK AND TRUST COMPANY (CAYMAN) LIMITED,International Nonbank Sub of Domestic Entities,GEORGE TOWN,CAYMAN ISLANDS                          
84,3909999,1983623,FIDUCIARY SERVICES LTD.,International Nonbank Sub of Domestic Entities,GEORGETOWN,CAYMAN ISLANDS                          
85,3910007,1983623,HOLDING SERVICES LTD.,International Nonbank Sub of Domestic Entities,GRAND CAYMAN,CAYMAN ISLANDS                          
86,3910016,1983623,FAIRFIELD NOMINEES LTD.,International Nonbank Sub of Domestic Entities,GEOGETOWN,CAYMAN ISLANDS                          
87,3869619,3867790,MERRILL LYNCH KINGDOM OF SAUDI ARABIA COMPANY,International Nonbank Sub of Domestic Entities,RIYADH,SAUDI ARABIA                            
88,3910324,3867790,INVERSIONES MERRILL LYNCH CHILE SPA,International Nonbank Sub of Domestic Entities,SANTIAGO,CHILE                                   
89,3910342,3910324,MERRILL LYNCH CORREDORES DE BOLSA SPA,International Nonbank Sub of Domestic Entities,SANTIAGO,CHILE                                   
90,3904163,3867790,"MERRILL LYNCH CREDIT PRODUCTS, LLC",Domestic Entity Other,NEW YORK,NY
91,4464785,3904163,KTP GLOBAL FINANCE S.C.A.,International Nonbank Sub of Domestic Entities,LUXEMBOURG,LUXEMBOURG                              
92,4464833,4464785,CQS HOLDING S.R.L.,International Nonbank Sub of Domestic Entities,ROME,ITALY (OTHER)                           
93,4464851,4464833,C-ZONE S.P.A.,International Nonbank Sub of Domestic Entities,ROME,ITALY (OTHER)                           
94,4464879,4464833,KTESIOS HOLDING S.P.A.,International Nonbank Sub of Domestic Entities,ROME,ITALY (OTHER)                           
95,4464888,4464833,LKTS S.P.A.,International Nonbank Sub of Domestic Entities,ROME,ITALY (OTHER)                           
96,2679101,3904163,MERRILL LYNCH MORTGAGE CAPITAL INC.,Domestic Entity Other,NEW YORK,NY
97,1678086,2679101,"MERRILL LYNCH MORTGAGE INVESTORS, INC.",Domestic Entity Other,NEW YORK,NY
98,3871416,2679101,"MERRILL LYNCH MORTGAGE LENDING, INC.",Domestic Entity Other,NEW YORK,NY
99,3907418,3871416,SOUTHSTAR HOLDING CORP.,Domestic Entity Other,NEW YORK,NY
100,3907463,3907418,"SOUTHSTAR II, LLC",Domestic Entity Other,NEW YORK,NY
101,4414463,2679101,"BOFA MERRILL LYNCH ASSET HOLDINGS, INC.",Domestic Entity Other,NEW YORK,NY
102,3906765,2679101,BARDIN ROAD VENTURES INC.,Domestic Entity Other,NEW YORK,NY
103,3906729,2679101,MERRILL LYNCH MORTGAGE SERVICES CORPORATION,Domestic Entity Other,NEW YORK,NY
104,3320419,3906729,FIRST FRANKLIN FINANCIAL CORPORATION,Domestic Entity Other,SAN JOSE,CA
105,3907137,2679101,"MERRILL LYNCH DEPOSITOR, INC.",Domestic Entity Other,NEW YORK,NY
106,3422546,3867790,MERRILL LYNCH CREDIT REINSURANCE LIMITED,International Nonbank Sub of Domestic Entities,HAMILTON,BERMUDA                                 
107,3903988,3867790,ML INVEST HOLDINGS,International Nonbank Sub of Domestic Entities,LONDON,ENGLAND                                 
108,3909739,3867790,MERRILL LYNCH S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS,International Nonbank Sub of Domestic Entities,SAO PAULO,BRAZIL                                  
109,3909702,3867790,MERRILL LYNCH TRUST SERVICES GMBH,International Nonbank Sub of Domestic Entities,ZURICH,SWITZERLAND (OTHER)                     
110,3901470,3867790,BAC CANADA FINANCE COMPANY,International Nonbank Sub of Domestic Entities,TORONTO,CANADA                                  
111,3909449,3867790,"MERRILL LYNCH, PIERCE, FENNER & SMITH DE ARGENTINA SOCIEDAD ANONIMA, FINANCIERA, MOBILIARIA Y DE MANDATOS",International Nonbank Sub of Domestic Entities,CAPITAL FEDERAL,ARGENTINA                               
112,3909403,3867790,MERRILL LYNCH ARGENTINA S.A.,International Nonbank Sub of Domestic Entities,CAPITAL FEDERAL,ARGENTINA                               
113,4476902,3867790,MERRILL LYNCH B.V.,International Nonbank Sub of Domestic Entities,AMSTERDAM,NETHERLANDS                             
114,3909533,3867790,ML CRUZEIRO CAYMAN BRL INC.,Domestic Entity Other,NEW YORK,NY
115,3909542,3909533,ML BANDERIA CAYMAN BRL INC.,Domestic Entity Other,NEW YORK,NY
116,5335752,3909542,ML SILVERSTONE LLC,Domestic Entity Other,NEW  YORK,NY
117,3910182,5335752,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS PCG-BRASIL MULTICARTEIRA,International Nonbank Sub of Domestic Entities,SAO PAULO,BRAZIL                                  
118,3910191,3909542,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS TRATEX PRECATORIO II,International Nonbank Sub of Domestic Entities,SAO PAULO,BRAZIL                                  
119,3909542,3867790,ML BANDERIA CAYMAN BRL INC.,Domestic Entity Other,NEW YORK,NY
120,2907279,2173092,"PRLAP, INC.",Domestic Entity Other,CLAYTON,MO
121,1379552,2173092,BAC NORTH AMERICA HOLDING COMPANY,Financial Holding Company - Domestic,CHARLOTTE,NC
122,3958782,1379552,BACNA SINGAPORE HOLDINGS PRIVATE LIMITED,International Nonbank Sub of Domestic Entities,SINGAPORE,SINGAPORE                               
123,3244065,3958782,BA CONTINUUM INDIA PRIVATE LIMITED,International Nonbank Sub of Domestic Entities,HYDERABAD,INDIA (OTHER)                           
124,3244065,1379552,BA CONTINUUM INDIA PRIVATE LIMITED,International Nonbank Sub of Domestic Entities,HYDERABAD,INDIA (OTHER)                           
125,1443266,1379552,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",National Bank,SAN FRANCISCO,CA
126,2225928,1379552,"LASALLE STREET CAPITAL, INC.",Domestic Entity Other,CHICAGO,IL
127,480228,1379552,"BANK OF AMERICA, NATIONAL ASSOCIATION",National Bank,CHARLOTTE,NC
128,5278934,480228,"AMERICAN TAX CREDIT FUND 2018-C, LLC",Domestic Entity Other,COLUMBUS,OH
129,5137620,480228,"PROMENADE AT CREEKSIDE HOUSING PARTNERS II, L.P.",Domestic Entity Other,ENCINITAS,CA
130,5166291,480228,"LATHROP HOMES IA, LP",Domestic Entity Other,CHICAGO,IL
131,4889810,480228,"LANDSTAR PARK GROUP PARTNERS, LTD.",Domestic Entity Other,WINTER PARK,FL
132,2860208,480228,"BANC OF AMERICA LEASING & CAPITAL, LLC",Domestic Entity Other,SAN FRANCISCO,CA
133,3346521,2860208,PARAMOUNT GUARANTEED TAX CREDIT FUND III LLC,Domestic Entity Other,GRANVILLE,OH
134,3727308,2860208,"HACHIKO, LLC",Domestic Entity Other,SAN FRANCISCO,CA
135,3685529,2860208,"FIVE DOLLARS A DAY, LLC",Domestic Entity Other,SAN FRANCISCO,CA
136,3824823,2860208,"LEAVES, LLC",Domestic Entity Other,SAN FRANCISCO,CA
137,3658484,2860208,"TEARDROP DIAMOND, LLC",Domestic Entity Other,SAN FRANCISCO,CA
138,3638093,2860208,"MMOVIE STAR MOVIE, LLC",Domestic Entity Other,SAN FRANCISCO,CA
139,3628580,2860208,"SMOTHER, LLC",Domestic Entity Other,SAN FRANCISCO,CA
140,3628599,2860208,"IHR, LLC",Domestic Entity Other,SAN FRANCISCO,CA
141,3628601,2860208,"MMONEY, LLC",Domestic Entity Other,SAN FRANCISCO,CA
142,3628610,2860208,"ROCKETT, LLC THE",Domestic Entity Other,SAN FRANCISCO,CA
143,1629631,2860208,100 FEDERAL STREET LIMITED PARTNERSHIP,Domestic Entity Other,BOSTON,MA
144,4355267,480228,ALABAMA AVE. AFFORDABLE HOUSING L.P.,Domestic Entity Other,NEW YORK,NY
145,5618914,480228,BANC OF AMERICA COMMUNITY HOUSING INVESTMENT FUND XIV LP,Domestic Entity Other,CHICAGO,IL
146,4508867,480228,"325 PACIFIC, L.P.",Domestic Entity Other,LOS ANGELES,CA
147,5653719,480228,SYNDICATED LOAN CONSORTIUM HOLDINGS LLC,Domestic Entity Other,NEW YORK,NY
148,5618905,480228,"VISTA AT EVEREST, LP",Domestic Entity Other,MIAMI,FL
149,4508876,480228,U.S.A. INSTITUTIONAL TAX CREDIT FUND XCIII L.P.,Domestic Entity Other,GREENWICH,CT
150,5166303,480228,"WOODFIELD COMMONS ASSOCIATES, LLC",Domestic Entity Other,ROCHESTER,NY
151,5149892,480228,KENNEDY BUILDING LLC,Domestic Entity Other,BOSTON,MA
152,4672731,480228,22 GERRISH AVENUE LIMITED PARTNERSHIP,Domestic Entity Other,BOSTON,MA
153,5618893,480228,"POINT AND RAVINE, LLC",Domestic Entity Other,ROCHESTER,NY
154,4508885,480228,"RICHEY WOODS GROUP PARTNERS, LTD.",Domestic Entity Other,WINTER PARK,FL
155,5137611,480228,"TENNEY PLACE APARTMENTS II, LLC",Domestic Entity Other,WALTHAM,MA
156,4502753,480228,VOKE LOFTS LIMITED PARTNERSHIP,Domestic Entity Other,BOSTON,MA
157,5618884,480228,4840 MISSION HOUSING ASSOCIATES LP,Domestic Entity Other,SAN FRANCISCO,CA
158,5491920,480228,"WRDG T3C, LP",Domestic Entity Other,TAMPA,FL
159,5618875,480228,CHP ST. JAMES LLC,Domestic Entity Other,MEDFORD,NY
160,5137590,480228,"MP EDWINA BENNER ASSOCIATES, L.P.",Domestic Entity Other,FOSTER CITY,CA
161,5397684,480228,TURNSTONE CRYSTAL LAKE LP,Domestic Entity Other,CHICAGO,IL
162,5166273,480228,"LUNA FAMILY HOUSING, L.P.",Domestic Entity Other,SAN DIEGO,CA
163,5137602,480228,"MP VAN BUREN ASSOCIATES, L.P.",Domestic Entity Other,FOSTER CITY,CA
164,4355258,480228,HIGHLAND TERRACE LIMITED PARTNERSHIP,Domestic Entity Other,CHELSEA,MA
165,2501855,480228,"BAMS SOLUTIONS, INC.",Domestic Entity Other,LOUISVILLE,KY
166,3328675,2501855,"ACCEPTANCE ALLIANCE, LLC",Domestic Entity Other,LOUISVILLE,KY
167,3952687,2501855,"JV WIND DOWN, LLC",Domestic Entity Other,ATLANTA,GA
168,4502708,480228,"AT VILLAGES AT CYPRESS, LP",Domestic Entity Other,AGOURA HILLS,CA
169,5618866,480228,"MP GATEWAY FAMILY ASSOCIATES, L.P.",Domestic Entity Other,FOSTER CITY,CA
170,5205163,480228,200 TYLER LLC,Domestic Entity Other,BOSTON,MA
171,5137581,480228,"CAC WEST, L.P.",Domestic Entity Other,LOS ANGELES,CA
172,5397675,480228,"5051 CENTRE MT, LLC",Domestic Entity Other,LOUISVILLE,KY
173,5166255,480228,KNITTING MILL APARTMENTS LLC,Domestic Entity Other,ROME,NY
174,3284173,480228,FIRST BANK OF PINELLAS COUNTY LAND CORPORATION,Domestic Entity Other,TAMPA,FL
175,5491993,480228,COMMUNITY CAPITAL 2006 LIMITED PARTNERSHIP,Domestic Entity Other,PORTLAND,ME
176,4996370,480228,BRIGHTON POINTE II LP,Domestic Entity Other,RALEIGH,NC
177,5512469,480228,HAMILTON CANAL LIMITED PARTNERSHIP,Domestic Entity Other,BOSTON,MA
178,5610785,480228,"1819 PICO BLVD., L.P.",Domestic Entity Other,SANTA MONICA,CA
179,5492002,480228,ST. LOUIS EQUITY FUND 2008 L.L.C.,Domestic Entity Other,SAINT LOUIS,MO
180,4996361,480228,MCKINNEY DENTON APARTMENTS LTD.,Domestic Entity Other,DENTON,TX
181,5512478,480228,"LINCOLN VILLAGE, LLLP",Domestic Entity Other,BUFFALO,NY
182,5491975,480228,"NEW FRONTIER FAMILY LIVING, LLC",Domestic Entity Other,ALBUQUERQUE,NM
