Rank,Name,RSSDID,Location,TotalAsset
26,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",178782402.0
27,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",174306000.0
28,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",165323832.0
29,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",162930988.0
30,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",160952000.0
31,"AMERIPRISE FINANCIAL, INC.                                                                                              ",2433312,"MINNEAPOLIS, MN",158502970.0
32,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",157786326.0
33,MUFG AMERICAS HOLDINGS CORPORATION                                                                                      ,1378434,"NEW YORK, NY",152454247.0
34,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",146062067.0
35,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",118597000.0
36,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",114600315.0
37,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",107672569.0
38,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",95200000.0
39,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",91684679.0
40,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",87179000.0
41,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",86110751.0
42,FIRST HORIZON CORPORATION                                                                                               ,1094640,"MEMPHIS, TN",85132958.0
43,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",71515000.0
44,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"STAMFORD, CT",67595023.0
45,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",66055336.0
46,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",65438280.0
47,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"HICKSVILLE, NY",63093283.0
48,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",62394283.0
49,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",57382745.0
50,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",54438807.0
51,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",51817844.0
52,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",50968518.0
53,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",49181000.0
54,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",45847353.0
55,SOUTHSTATE CORPORATION                                                                                                  ,1133437,"WINTER HAVEN, FL",45766190.0
56,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",45750538.0
57,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",45450657.0
58,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",41751628.0
59,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",40950723.0
60,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",40121292.0
61,"TIAA FSB HOLDINGS, INC.                                                                                                 ",3838857,"JACKSONVILLE, FL",38582985.0
62,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",37507841.0
63,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",37419778.0
64,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",37235990.0
65,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",36556548.0
66,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",36476441.0
67,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",34652639.0
68,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",33467466.0
69,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",33114847.0
70,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",32338963.0
71,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",32061717.0
72,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",30135694.0
73,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",28912158.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",28777896.0
75,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",28694604.0
76,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",27230757.0
77,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",26690005.0
78,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26614995.0
79,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",25917964.0
80,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",25377533.0
81,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",25191001.0
82,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",24899262.0
83,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",24253168.0
84,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",24217199.0
85,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",23687471.0
86,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",23232699.0
87,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",23184783.0
88,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",22353741.0
89,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21993919.0
90,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",21235553.0
91,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",20565364.0
92,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",20550216.0
93,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",20263646.0
94,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",20158831.0
95,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",19983884.0
96,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",19669159.0
97,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",19658399.0
98,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19658047.0
99,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",19531635.0
100,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18616778.0
101,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18616778.0
102,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18107093.0
103,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",18089235.0
104,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",17780492.0
105,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",17629175.0
106,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",17562912.0
107,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",17455604.0
108,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",16972486.0
109,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",16951510.0
110,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16800976.0
111,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",16759993.0
112,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",16715739.0
113,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16618101.0
114,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16387371.0
115,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16385197.0
116,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",16271178.0
117,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",16262328.0
118,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16243714.0
119,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",16001743.0
120,SILVERGATE CAPITAL CORPORATION                                                                                          ,3695667,"LA JOLLA, CA",15900494.0
121,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15771051.0
122,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15487833.0
123,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",15405154.0
124,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",14494317.0
125,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14262249.0
126,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",13974990.0
127,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13715901.0
128,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",13321645.0
129,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",13303009.0
130,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",13260212.0
131,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",13084506.0
132,"SOFI TECHNOLOGIES, INC.                                                                                                 ",5586871,"SAN FRANCISCO, CA",12670886.0
133,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12604295.0
134,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",12530423.0
135,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",12446537.0
136,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12356433.0
137,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12342840.0
138,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",12193862.0
139,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11720459.0
140,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11585711.0
141,"VERITEX HOLDINGS, INC.                                                                                                  ",4105266,"DALLAS, TX",11304811.0
142,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",11300387.0
143,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",11257526.0
144,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",11086055.0
145,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",10939143.0
146,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",10938805.0
147,SEACOAST BANKING CORPORATION OF FLORIDA                                                                                 ,1085013,"STUART, FL",10811704.0
148,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10624427.0
149,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",10566587.0
150,"LAKELAND BANCORP, INC.                                                                                                  ",1404799,"OAK RIDGE, NJ",10374738.0
151,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10247774.0
152,TRICO BANCSHARES                                                                                                        ,1030170,"CHICO, CA",10120611.0
