Rank,Name,RSSDID,Location,TotalAsset
20,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY                                                                          ,3840207,"BLOOMINGTON, IL",160440714.0
21,MUFG AMERICAS HOLDINGS CORPORATION                                                                                      ,1378434,"NEW YORK, NY",160416887.0
22,UNITED SERVICES AUTOMOBILE ASSOCIATION                                                                                  ,1447376,"SAN ANTONIO, TX",158721818.0
23,"CITIZENS FINANCIAL GROUP, INC.                                                                                          ",1132449,"PROVIDENCE, RI",155838315.0
24,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",153409000.0
25,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",147839941.0
26,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",141583508.0
27,FIFTH THIRD BANCORP                                                                                                     ,1070345,"CINCINNATI, OH",140695256.0
28,BMO FINANCIAL CORP.                                                                                                     ,1245415,"WILMINGTON, DE",139381291.0
29,KEYCORP                                                                                                                 ,1068025,"CLEVELAND, OH",138164802.0
30,UBS AMERICAS HOLDING LLC                                                                                                ,4846998,"NEW YORK, NY",136217623.0
31,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",135106246.0
32,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",130138694.0
33,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",124789250.0
34,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",118974803.0
35,M&T BANK CORPORATION                                                                                                    ,1037003,"BUFFALO, NY",118426053.0
36,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",115767000.0
37,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",105358398.0
38,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",102751300.0
39,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",99121535.0
40,"BBVA COMPASS BANCSHARES, INC.                                                                                           ",1078529,"HOUSTON, TX",88754662.0
41,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",72204036.0
42,ZIONS BANCORPORATION                                                                                                    ,1027004,"SALT LAKE CITY, UT",66456788.0
43,E*TRADE FINANCIAL CORPORATION                                                                                           ,3412583,"NEW YORK, NY",64353302.0
44,SVB FINANCIAL GROUP                                                                                                     ,1031449,"SANTA CLARA, CA",55905467.0
45,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",50469170.0
46,CIT GROUP INC.                                                                                                          ,1036967,"LIVINGSTON, NJ",49855015.0
47,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",47535000.0
48,"PEOPLE'S UNITED FINANCIAL, INC.                                                                                         ",3650152,"BRIDGEPORT, CT",44550825.0
49,MUTUAL OF OMAHA INSURANCE COMPANY                                                                                       ,1583836,"OMAHA, NE",42511111.0
50,FIRST HORIZON NATIONAL CORPORATION                                                                                      ,1094640,"MEMPHIS, TN",41079160.0
51,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",40926000.0
52,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",38409202.0
53,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",38072954.0
54,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",37195287.0
55,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",36363192.0
56,NATIONWIDE MUTUAL INSURANCE COMPANY                                                                                     ,3828072,"COLUMBUS, OH",35139762.0
57,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",35088566.0
58,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",33933911.0
59,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",33652647.0
60,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",32257563.0
61,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",31740305.0
62,STERLING BANCORP                                                                                                        ,3083291,"MONTEBELLO, NY",31467888.0
63,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",31349571.0
64,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",30757942.0
65,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"WAYNE, NJ",30182979.0
66,IBERIABANK CORPORATION                                                                                                  ,2291914,"LAFAYETTE, LA",30126162.0
67,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",29464588.0
68,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",27933709.0
69,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",27781937.0
70,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",27060858.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",26480601.0
72,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",25370721.0
73,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",24559944.0
74,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",24529557.0
75,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",23988370.0
76,"UTRECHT-AMERICA HOLDINGS, INC.                                                                                          ",2307280,"NEW YORK, NY",23864993.0
77,TCF FINANCIAL CORPORATION                                                                                               ,2389941,"WAYZATA, MN",23199803.0
78,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",22608169.0
79,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",22570926.0
80,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",21367452.0
81,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",20531470.0
82,CHEMICAL FINANCIAL CORPORATION                                                                                          ,1201934,"MIDLAND, MI",20282603.0
83,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",20246834.0
84,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",20133265.0
85,"MB FINANCIAL, INC.                                                                                                      ",1090987,"CHICAGO, IL",19966557.0
86,"MACY'S, INC.                                                                                                            ",4103310,"CINCINNATI, OH",19568170.0
87,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",19207603.0
88,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",18859693.0
89,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",18273783.0
90,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",18130422.0
91,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",17483028.0
92,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",17124162.0
93,MODERN WOODMEN OF AMERICA                                                                                               ,3057395,"ROCK ISLAND, IL",16529906.0
94,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",16197746.0
95,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",16169628.0
96,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",15766321.0
97,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",15403444.0
98,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",14924120.0
99,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",14870295.0
100,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",14818076.0
101,SOUTH STATE CORPORATION                                                                                                 ,1133437,"COLUMBIA, SC",14566488.0
102,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",14107185.0
103,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",13936543.0
104,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",13920167.0
105,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"DALLAS, TX",13689174.0
106,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",13525265.0
107,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",13333525.0
108,UNION BANKSHARES CORPORATION                                                                                            ,1971693,"RICHMOND, VA",13067214.0
109,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",12884104.0
110,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",12638779.0
111,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",12628586.0
112,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",12388309.0
113,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",12384862.0
114,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",12236146.0
115,"FCB FINANCIAL HOLDINGS, INC.                                                                                            ",3944628,"WESTON, FL",12192299.0
116,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",12077601.0
117,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12009048.0
118,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",11988995.0
119,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11905340.0
120,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",11897644.0
121,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",11305528.0
122,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",11301920.0
123,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",11294679.0
124,AMERIS BANCORP                                                                                                          ,1082067,"MOULTRIE, GA",11190697.0
125,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WYOMISSING, PA",11093198.0
126,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",10951637.0
127,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",10633094.0
128,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",10544475.0
129,CENTERSTATE BANK CORPORATION                                                                                            ,2868129,"WINTER HAVEN, FL",10536723.0
130,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",10416692.0
131,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",10379194.0
132,"BANC OF CALIFORNIA, INC.                                                                                                ",3153130,"SANTA ANA, CA",10319280.0
133,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",10017037.0
