Rank,Name,RSSDID,Location,TotalAsset
73,STERLING BANCORP                                                                                                        ,3083291,"PEARL RIVER, NY",29657383.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",29328902.0
75,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",28854853.0
76,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",27836626.0
77,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",26892235.0
78,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26791790.0
79,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",26735815.0
80,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",25940645.0
81,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",25748892.0
82,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",25483115.0
83,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",24992410.0
84,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",24741161.0
85,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",24453564.0
86,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",23858303.0
87,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",23513223.0
88,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",22784941.0
89,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",21927379.0
90,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",21778242.0
91,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21094429.0
92,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",20952249.0
93,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",20946518.0
94,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",20886723.0
95,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",20785275.0
96,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",20425247.0
97,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",20283781.0
98,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",20065570.0
99,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",19973171.0
100,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",19671949.0
101,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",19583244.0
102,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",19422861.0
103,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",19422861.0
104,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",19274549.0
105,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18732648.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",18689080.0
107,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",18279308.0
108,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",18052138.0
109,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",17899832.0
110,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",17889368.0
111,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",17595636.0
112,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16927867.0
113,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16810311.0
114,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16804872.0
115,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",16556836.0
116,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",16451260.0
117,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16329141.0
118,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16056853.0
119,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",16046236.0
120,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",15883697.0
121,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",15822637.0
122,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",15777327.0
123,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15552657.0
124,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",15547947.0
125,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",15453149.0
126,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",15448806.0
127,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14619494.0
128,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14132457.0
129,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13781202.0
130,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",13537358.0
131,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",13351560.0
132,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",13102461.0
133,"TRISTATE CAPITAL HOLDINGS, INC                                                                                          ",3475074,"PITTSBURGH, PA",13004852.0
134,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12951745.0
135,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12859689.0
136,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",12597686.0
137,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",12590726.0
138,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",12546356.0
139,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12066364.0
140,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",12012111.0
141,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11847310.0
142,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",11748065.0
143,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11557851.0
144,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11349367.0
145,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",11278680.0
146,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",11089567.0
147,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",10832070.0
148,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",10515813.0
149,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",10198814.0
