Rank,Name,RSSDID,Location,TotalAsset
43,SVB FINANCIAL GROUP                                                                                                     ,1031449,"SANTA CLARA, CA",68466759.0
44,E*TRADE FINANCIAL CORPORATION                                                                                           ,3412583,"NEW YORK, NY",61706779.0
45,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",52537629.0
46,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",52480000.0
47,"PEOPLE'S UNITED FINANCIAL, INC.                                                                                         ",3650152,"BRIDGEPORT, CT",52068945.0
48,CIT GROUP INC.                                                                                                          ,1036967,"LIVINGSTON, NJ",51403140.0
49,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",49978000.0
50,MUTUAL OF OMAHA INSURANCE COMPANY                                                                                       ,1583836,"OMAHA, NE",49219076.0
51,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",47661182.0
52,TCF FINANCIAL CORPORATION                                                                                               ,1201934,"DETROIT, MI",45727683.0
53,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",45139189.0
54,FIRST HORIZON NATIONAL CORPORATION                                                                                      ,1094640,"MEMPHIS, TN",43718832.0
55,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",43279426.0
56,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",43274659.0
57,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",40497683.0
58,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",38829557.0
59,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",37748324.0
60,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",34902953.0
61,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",34353479.0
62,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",33765539.0
63,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",33526714.0
64,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",33179016.0
65,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",32950535.0
66,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",32596460.0
67,IBERIABANK CORPORATION                                                                                                  ,2291914,"LAFAYETTE, LA",31734598.0
68,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",30551447.0
69,STERLING BANCORP                                                                                                        ,3083291,"MONTEBELLO, NY",30087578.0
70,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",29941592.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",28930855.0
72,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",27547834.0
73,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",26786430.0
74,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",26724627.0
75,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",26324245.0
76,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",25908935.0
77,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",24160777.0
78,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",24143092.0
79,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",22580075.0
80,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",22165749.0
81,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",22093140.0
82,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",22048362.0
83,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",21677505.0
84,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",21631353.0
85,"MACY'S, INC.                                                                                                            ",4103310,"CINCINNATI, OH",20741106.0
86,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",20598220.0
87,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",20438812.0
88,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",19751461.0
89,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",19592914.0
90,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",19353410.0
91,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",18013454.0
92,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",18004966.0
93,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",17856213.0
94,AMERIS BANCORP                                                                                                          ,1082067,"MOULTRIE, GA",17764277.0
95,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",17758574.0
96,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",17672140.0
97,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",17443777.0
98,CENTERSTATE BANK CORPORATION                                                                                            ,2868129,"WINTER HAVEN, FL",17420376.0
99,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"DALLAS, TX",17299341.0
100,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"DALLAS, TX",17299341.0
101,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",16474910.0
102,SOUTH STATE CORPORATION                                                                                                 ,1133437,"COLUMBIA, SC",15752082.0
103,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",15381197.0
104,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",15255349.0
105,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",15107701.0
106,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",14959127.0
107,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",14901935.0
108,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"DALLAS, TX",14837029.0
109,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",14701947.0
110,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14542301.0
111,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",14480445.0
112,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",14025609.0
113,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",13758475.0
114,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",13718792.0
115,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",13584786.0
116,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",13537048.0
117,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",13517970.0
118,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",13114874.0
119,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",13039673.0
120,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",12814281.0
121,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12788301.0
122,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",12593904.0
123,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",12569262.0
124,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",12530713.0
125,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",12325061.0
126,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",12272673.0
127,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",12097842.0
128,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",12010644.0
129,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",11966035.0
130,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",11811497.0
131,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",11804092.0
132,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",11770861.0
133,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WYOMISSING, PA",11727078.0
134,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",11597297.0
135,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",11540121.0
136,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",11508089.0
137,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",11332762.0
138,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",10736134.0
139,"LEGACYTEXAS FINANCIAL GROUP, INC.                                                                                       ",4191465,"PLANO, TX",10470261.0
140,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",10170960.0
