Rank,Name,RSSDID,Location,TotalAsset
51,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",52775070.0
52,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",48821000.0
53,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",47975070.0
54,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",47832271.0
55,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",46983194.0
56,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",43311836.0
57,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",41278007.0
58,SOUTHSTATE CORPORATION                                                                                                  ,1133437,"WINTER HAVEN, FL",40900805.0
59,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",39433154.0
60,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",37554285.0
61,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",36523936.0
62,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",36523349.0
63,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",36404320.0
64,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",35885676.0
65,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",35374258.0
66,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",35327785.0
67,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",35311797.0
68,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",34515052.0
69,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",34439666.0
70,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",31311671.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",30891479.0
72,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",30820334.0
73,STERLING BANCORP                                                                                                        ,3083291,"PEARL RIVER, NY",30028425.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",27507517.0
75,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",27388540.0
76,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",27350833.0
77,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",27041559.0
78,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26514090.0
79,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",26335498.0
80,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",25751645.0
81,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",25548322.0
82,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",25278361.0
83,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",24018849.0
84,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",23241591.0
85,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",22965383.0
86,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",22533225.0
87,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",21778180.0
88,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",21314019.0
89,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",21256154.0
90,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21005211.0
91,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",20641397.0
92,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",19937235.0
93,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",19860439.0
94,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",19754661.0
95,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",19650574.0
96,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19539009.0
97,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",19485796.0
98,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",19373067.0
99,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",19124061.0
100,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",19052469.0
101,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",19052469.0
102,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",18996225.0
103,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18918225.0
104,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",18603073.0
105,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",18417291.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",17989651.0
107,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",17799344.0
108,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",17765056.0
109,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",17463933.0
110,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",17364644.0
111,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",17140090.0
112,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16892349.0
113,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",16686064.0
114,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16637879.0
115,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",16243690.0
116,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",16201598.0
117,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16155550.0
118,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16123179.0
119,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",15956593.0
120,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",15760163.0
121,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",15677497.0
122,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",15376096.0
123,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15331098.0
124,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",15060725.0
125,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",14906750.0
126,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",14602228.0
127,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",14534086.0
128,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",14490132.0
129,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14057395.0
130,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13391943.0
131,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",13017464.0
132,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12911468.0
133,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12899330.0
134,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",12888016.0
135,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",12543258.0
136,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12362819.0
137,"TRISTATE CAPITAL HOLDINGS, INC                                                                                          ",3475074,"PITTSBURGH, PA",12158868.0
138,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11994411.0
139,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",11994172.0
140,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11852027.0
141,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",11838271.0
142,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",11810290.0
143,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",11724992.0
144,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11585317.0
145,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",11302781.0
146,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11277285.0
147,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",10952033.0
148,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",10862236.0
149,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10606865.0
150,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10583447.0
151,PARK NATIONAL CORPORATION                                                                                               ,1142336,"NEWARK, OH",10030337.0
