Rank,Name,RSSDID,Location,TotalAsset
117,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",15706751.0
118,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",15622571.0
119,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15590300.0
120,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",15358673.0
121,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",14921535.0
122,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",14840438.0
123,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",14827874.0
124,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",14730452.0
125,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",14629066.0
126,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",14620181.0
127,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14464729.0
128,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",14431903.0
129,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",14416627.0
130,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",13780101.0
131,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13130445.0
132,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",13018628.0
133,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",13013739.0
134,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",12873366.0
135,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",12768303.0
136,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",12647374.0
137,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",12102887.0
138,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",11935826.0
139,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",11666778.0
140,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",11592326.0
141,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11537253.0
142,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",11218286.0
143,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11127864.0
144,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",10759563.0
145,"TRISTATE CAPITAL HOLDINGS, INC                                                                                          ",3475074,"PITTSBURGH, PA",10565150.0
146,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",10549315.0
147,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.                                                                                 ",1248078,"BOSTON, MA",10538549.0
148,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",10337637.0
149,"WOODFOREST FINANCIAL GROUP, INC.                                                                                        ",1137770,"THE WOODLANDS, TX",10286211.0
150,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",10190699.0
151,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10153342.0
152,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10108189.0
