Rank,Name,RSSDID,Location,TotalAsset
39,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",92017000.0
40,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",88515000.0
41,FIRST HORIZON CORPORATION                                                                                               ,1094640,"MEMPHIS, TN",87909612.0
42,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",72657000.0
43,"PEOPLE'S UNITED FINANCIAL, INC.                                                                                         ",3650152,"BRIDGEPORT, CT",63309490.0
44,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",59854876.0
45,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",59782855.0
46,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",57468934.0
47,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",57160902.0
48,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",55175318.0
49,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",54938659.0
50,CIT GROUP INC.                                                                                                          ,1036967,"MORRISTOWN, NJ",54703659.0
51,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",49068997.0
52,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",47371000.0
53,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",47186778.0
54,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",46738448.0
55,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",46734428.0
56,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",43089897.0
57,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",41274228.0
58,SOUTH STATE CORPORATION                                                                                                 ,1133437,"WINTER HAVEN, FL",40375869.0
59,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",38513608.0
60,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",36619015.0
61,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",36111054.0
62,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",35705937.0
63,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",35412309.0
64,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",35228542.0
65,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",35107686.0
66,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",34867987.0
67,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",34152625.0
68,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",33875421.0
69,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",33753752.0
70,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",31087133.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",30284965.0
72,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",29744764.0
73,STERLING BANCORP                                                                                                        ,3083291,"PEARL RIVER, NY",29143918.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",27190926.0
75,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",27064964.0
76,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",26816956.0
77,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",26806013.0
78,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26251181.0
79,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",26031369.0
80,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",25548984.0
81,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",24246328.0
82,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",23675690.0
83,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",23602668.0
84,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",23444073.0
85,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",22672183.0
86,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",21886957.0
87,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",21625424.0
88,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",21369962.0
89,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",20529486.0
90,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",20488033.0
91,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",20242448.0
92,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",20012566.0
93,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",19660915.0
94,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",19649509.0
95,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19397228.0
96,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",19348362.0
97,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",18940496.0
98,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",18898880.0
99,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18797454.0
100,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18797454.0
101,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",18693074.0
102,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18447721.0
103,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",18371006.0
104,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",18082083.0
105,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",18014781.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",17664534.0
107,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",17627192.0
108,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",17469931.0
109,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",17098132.0
110,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",17050068.0
111,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16966900.0
112,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",16465532.0
113,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16181857.0
114,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16037919.0
115,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16037855.0
116,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16022386.0
117,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15833979.0
118,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",15606729.0
119,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",15539288.0
120,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",15426885.0
121,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",15311005.0
122,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",15148861.0
123,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",14923097.0
124,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",14801287.0
125,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",14414587.0
126,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",14265565.0
127,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14236646.0
128,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",14195859.0
129,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13216955.0
130,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",13207319.0
131,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",13070229.0
132,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",12925577.0
133,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12699492.0
134,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12415449.0
135,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",12329083.0
136,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",12279479.0
137,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",11918367.0
138,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",11712373.0
139,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11574947.0
140,"TRISTATE CAPITAL HOLDINGS, INC                                                                                          ",3475074,"PITTSBURGH, PA",11541172.0
141,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",11498833.0
142,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",11431016.0
143,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11296033.0
144,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",11015311.0
145,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",10960718.0
146,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10461813.0
147,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",10346993.0
148,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",10305553.0
149,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10280864.0
150,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.                                                                                 ",1248078,"BOSTON, MA",10269102.0
