Rank,Name,RSSDID,Location,TotalAsset
25,KEYCORP                                                                                                                 ,1068025,"CLEVELAND, OH",189915515.0
26,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",182906272.0
27,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",173326000.0
28,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",168194320.0
29,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",167973232.0
30,"AMERIPRISE FINANCIAL, INC.                                                                                              ",2433312,"MINNEAPOLIS, MN",158430443.0
31,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",155628000.0
32,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",155036693.0
33,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",143952231.0
34,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",131628069.0
35,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",109298424.0
36,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",104564000.0
37,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",103126000.0
38,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"HICKSVILLE, NY",90144302.0
39,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",85648000.0
40,FIRST HORIZON CORPORATION                                                                                               ,1094640,"MEMPHIS, TN",78954017.0
41,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",77046630.0
42,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"STAMFORD, CT",71277522.0
43,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",67733920.0
44,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",67660000.0
45,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",66998874.0
46,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",64112150.0
47,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",59731378.0
48,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",57462749.0
49,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",57452231.0
50,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",57256000.0
51,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",52949649.0
52,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",52945633.0
53,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"MADISON, WI",48670862.0
54,MUFG AMERICAS HOLDINGS CORPORATION                                                                                      ,1378434,"NEW YORK, NY",47883902.0
55,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",47863517.0
56,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",46767175.0
57,SOUTHSTATE CORPORATION                                                                                                  ,1133437,"WINTER HAVEN, FL",43918696.0
58,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",43828916.0
59,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",41970021.0
60,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",41228936.0
61,"TIAA FSB HOLDINGS, INC.                                                                                                 ",3838857,"JACKSONVILLE, FL",39443648.0
62,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",39405727.0
63,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",38512461.0
64,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",37706302.0
65,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",37196124.0
66,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",37031591.0
67,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",35193134.0
68,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",34713139.0
69,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",34606000.0
70,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",32428344.0
71,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",32287792.0
72,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",31908887.0
73,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"LAKE OSWEGO, OR",31848639.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",29489380.0
75,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",28414642.0
76,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",28351203.0
77,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",27836867.0
78,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",27461074.0
79,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",26879214.0
80,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",26635375.0
81,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26461073.0
82,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",25267860.0
83,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",25053286.0
84,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",24577223.0
85,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"GREENVILLE, SC",24014294.0
86,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",23606877.0
87,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",22883588.0
88,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",22648455.0
89,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",21947976.0
90,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21688017.0
91,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",21653811.0
92,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",20904480.0
93,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",20461471.0
94,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",20273936.0
95,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DENVER, CO",20244228.0
96,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",19914756.0
97,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19460034.0
98,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",19296969.0
99,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",19164962.0
100,"SOFI TECHNOLOGIES, INC.                                                                                                 ",5586871,"SAN FRANCISCO, CA",19007675.0
101,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",18741035.0
102,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",18634484.0
103,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18258414.0
104,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",18229867.0
105,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",18214651.0
106,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18139330.0
107,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18139330.0
108,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",18015478.0
109,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",17938306.0
110,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",17003316.0
111,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16988176.0
112,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16932984.0
113,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16801666.0
114,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",16476540.0
115,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",16284244.0
116,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",16259282.0
117,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",16128923.0
118,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15990793.0
119,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15835651.0
120,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",15833431.0
121,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",15501476.0
122,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",14955326.0
123,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",14595753.0
124,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",14568406.0
125,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",14313997.0
126,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14227307.0
127,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",13833118.0
128,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13783436.0
129,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",13184527.0
130,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",13076573.0
131,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",13054172.0
132,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",13023928.0
133,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",12974066.0
134,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",12847756.0
135,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",12775190.0
136,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",12615227.0
137,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12512286.0
138,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",12390971.0
139,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12336677.0
140,"VERITEX HOLDINGS, INC.                                                                                                  ",4105266,"DALLAS, TX",12154361.0
141,SEACOAST BANKING CORPORATION OF FLORIDA                                                                                 ,1085013,"STUART, FL",12145762.0
142,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11739296.0
143,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11667267.0
144,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11419192.0
145,SILVERGATE CAPITAL CORPORATION                                                                                          ,3695667,"LA JOLLA, CA",11355553.0
146,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11150854.0
147,STELLAR BANCORP INC.                                                                                                    ,3594872,"BEAUMONT, TX",10900512.0
148,"LAKELAND BANCORP, INC.                                                                                                  ",1404799,"OAK RIDGE, NJ",10785523.0
149,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",10626621.0
150,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10423090.0
151,COLUMBIA BANK MHC                                                                                                       ,2571120,"FAIR LAWN, NJ",10393296.0
