Rank,Name,RSSDID,Location,TotalAsset
21,UNITED SERVICES AUTOMOBILE ASSOCIATION                                                                                  ,1447376,"SAN ANTONIO, TX",204720000.0
22,M&T BANK CORPORATION                                                                                                    ,1037003,"BUFFALO, NY",202956407.0
23,KEYCORP                                                                                                                 ,1068025,"CLEVELAND, OH",197621763.0
24,UBS AMERICAS HOLDING LLC                                                                                                ,4846998,"NEW YORK, NY",197394043.0
25,ALLY FINANCIAL INC.                                                                                                     ,1562859,"DETROIT, MI",196165000.0
26,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",189070312.0
27,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",182263000.0
28,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",177557843.0
29,"AMERIPRISE FINANCIAL, INC.                                                                                              ",2433312,"MINNEAPOLIS, MN",166647810.0
30,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",165401394.0
31,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",154296000.0
32,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",151108044.0
33,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",133060994.0
34,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",128005000.0
35,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"HICKSVILLE, NY",123706375.0
36,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",107853000.0
37,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",91327000.0
38,FIRST HORIZON CORPORATION                                                                                               ,1094640,"MEMPHIS, TN",80730716.0
39,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",79180034.0
40,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"STAMFORD, CT",74844394.0
41,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",72077492.0
42,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",71047202.0
43,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",68212000.0
44,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",67676000.0
45,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",67441760.0
46,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",67244898.0
47,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",64309573.0
48,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",61840025.0
49,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",53994226.0
50,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",52873511.0
51,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"MIDDLETON, WI",52448804.0
52,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",51287537.0
53,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",47842644.0
54,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",47435430.0
55,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",45610280.0
56,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",45119587.0
57,SOUTHSTATE CORPORATION                                                                                                  ,1133437,"WINTER HAVEN, FL",44923827.0
58,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",44302981.0
59,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",44237437.0
60,MUFG AMERICAS HOLDINGS CORPORATION                                                                                      ,1378434,"NEW YORK, NY",43307217.0
61,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",40702519.0
62,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",40607190.0
63,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",39514730.0
64,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",38597653.0
65,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",37839194.0
66,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",37553261.0
67,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",37268845.0
68,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",37193948.0
69,"TIAA FSB HOLDINGS, INC.                                                                                                 ",3838857,"JACKSONVILLE, FL",36809599.0
70,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",35449000.0
71,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",32069754.0
72,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",31637712.0
73,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",30182241.0
74,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",28824440.0
75,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",28596653.0
76,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",28457664.0
77,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",27802434.0
78,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",27586061.0
79,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",27059671.0
80,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26966289.0
81,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",26211760.0
82,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",26088384.0
83,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"GREENVILLE, SC",25877806.0
84,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",24884207.0
85,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",23931977.0
86,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",22722129.0
87,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",22518255.0
88,"SOFI TECHNOLOGIES, INC.                                                                                                 ",5586871,"SAN FRANCISCO, CA",22452961.0
89,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",22325211.0
90,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",22031602.0
91,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",21794525.0
92,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21361564.0
93,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",20569041.0
94,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",20319290.0
95,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DENVER, CO",20182544.0
96,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",20103579.0
97,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",19782468.0
98,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",19444369.0
99,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",18977114.0
100,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",18888335.0
101,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",18877178.0
102,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",18798354.0
103,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",18295354.0
104,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",18178908.0
105,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",17946221.0
106,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",17946221.0
107,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",17474083.0
108,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",17275648.0
109,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",17029087.0
110,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16933884.0
111,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16888377.0
112,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",16865938.0
113,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",16443785.0
114,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",16274041.0
115,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",16261625.0
116,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15814397.0
117,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",15533603.0
118,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",15432500.0
119,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",15383501.0
120,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15255953.0
121,SEACOAST BANKING CORPORATION OF FLORIDA                                                                                 ,1085013,"STUART, FL",15255408.0
122,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",15191743.0
123,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",15134951.0
124,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",14566559.0
125,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14284760.0
126,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",14240966.0
127,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",14129007.0
128,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",13837362.0
129,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13778911.0
130,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",13628374.0
131,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",13562535.0
132,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",13416484.0
133,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",13325982.0
134,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",13101147.0
135,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",13007986.0
136,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12829825.0
137,"VERITEX HOLDINGS, INC.                                                                                                  ",4105266,"DALLAS, TX",12609487.0
138,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",12368868.0
139,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12344555.0
140,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",12333354.0
141,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",12323578.0
142,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11839730.0
143,"BROOKLINE BANCORP, INC.                                                                                                 ",2631510,"BOSTON, MA",11560548.0
144,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11447769.0
145,FIRST COMMONWEALTH FINANCIAL CORPORATION                                                                                ,1071306,"INDIANA, PA",11113752.0
146,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11088867.0
147,"LAKELAND BANCORP, INC.                                                                                                  ",1404799,"OAK RIDGE, NJ",10839047.0
148,COLUMBIA BANK MHC                                                                                                       ,2571120,"FAIR LAWN, NJ",10609128.0
149,STELLAR BANCORP INC.                                                                                                    ,3594872,"BEAUMONT, TX",10604718.0
150,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10515350.0
151,"LIVE OAK BANCSHARES, INC.                                                                                               ",3884863,"WILMINGTON, NC",10364297.0
152,"ORIGIN BANCORP, INC.                                                                                                    ",1885307,"RUSTON, LA",10358516.0
153,"CAPITOL FEDERAL FINANCIAL, INC.                                                                                         ",4226910,"TOPEKA, KS",10097392.0
154,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10057581.0
155,"BANC OF CALIFORNIA, INC.                                                                                                ",3153130,"SANTA ANA, CA",10038901.0
