Rank,Name,RSSDID,Location,TotalAsset
30,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",152144560.0
31,"AMERIPRISE FINANCIAL, INC.                                                                                              ",2433312,"MINNEAPOLIS, MN",145690946.0
32,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",137944290.0
33,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",133638000.0
34,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",131778058.0
35,M&T BANK CORPORATION                                                                                                    ,1037003,"BUFFALO, NY",124577833.0
36,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",117159000.0
37,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",113897248.0
38,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",112656646.0
39,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",98038000.0
40,"BBVA USA BANCSHARES, INC.                                                                                               ",1078529,"HOUSTON, TX",94325559.0
41,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",76457000.0
42,SVB FINANCIAL GROUP                                                                                                     ,1031449,"SANTA CLARA, CA",75011657.0
43,E*TRADE FINANCIAL CORPORATION                                                                                           ,3412583,"ARLINGTON, VA",67855784.0
44,"PEOPLE'S UNITED FINANCIAL, INC.                                                                                         ",3650152,"BRIDGEPORT, CT",60420600.0
45,CIT GROUP INC.                                                                                                          ,1036967,"LIVINGSTON, NJ",58936684.0
46,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",54261093.0
47,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",52804000.0
48,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",51208000.0
49,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",50619585.0
50,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",49808602.0
51,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",48979180.0
52,TCF FINANCIAL CORPORATION                                                                                               ,1201934,"DETROIT, MI",48608892.0
53,FIRST HORIZON NATIONAL CORPORATION                                                                                      ,1094640,"MEMPHIS, TN",47199416.0
54,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",47185157.0
55,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",45948545.0
56,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",41594453.0
57,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",41534233.0
58,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",39120629.0
59,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",38791203.0
60,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",35879416.0
61,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",35092721.0
62,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",34256806.0
63,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",33908056.0
64,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",33595671.0
65,IBERIABANK CORPORATION                                                                                                  ,2291914,"LAFAYETTE, LA",32239983.0
66,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",31769661.0
67,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",31753783.0
68,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",31695112.0
69,STERLING BANCORP                                                                                                        ,3083291,"MONTEBELLO, NY",30335036.0
70,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",29264180.0
71,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",29158227.0
72,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",27540382.0
73,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",26812474.0
74,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",26805313.0
75,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",26736936.0
76,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",26244886.0
77,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",26143267.0
78,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",25896006.0
79,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",25518609.0
80,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",24216098.0
81,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",22914522.0
82,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",22330253.0
83,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",21172492.0
84,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",20843494.0
85,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",20755891.0
86,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",20741260.0
87,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",20532798.0
88,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",20370653.0
89,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",20266120.0
90,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",19753300.0
91,CENTERSTATE BANK CORPORATION                                                                                            ,2868129,"WINTER HAVEN, FL",18596292.0
92,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",18542233.0
93,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",18296459.0
94,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",18215784.0
95,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",17847716.0
96,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",17375629.0
97,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",17238043.0
98,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",17041081.0
99,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",17041081.0
100,SOUTH STATE CORPORATION                                                                                                 ,1133437,"COLUMBIA, SC",16642911.0
101,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",16248227.0
102,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",16021810.0
103,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16001103.0
104,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",15706250.0
105,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",15600875.0
106,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",15573868.0
107,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",15531732.0
108,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",15256760.0
109,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",15158384.0
110,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",15057567.0
111,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",15002289.0
112,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",14411405.0
113,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",14038607.0
114,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",14019829.0
115,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",13900550.0
116,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",13849018.0
117,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",13294509.0
118,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",13266052.0
119,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",13129826.0
120,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",13088161.0
121,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",13047977.0
122,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",12780950.0
123,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",12693518.0
124,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",12543616.0
125,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",12506409.0
126,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12387808.0
127,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",12344321.0
128,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",12278890.0
129,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",12159919.0
130,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WYOMISSING, PA",12018799.0
131,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",11982306.0
132,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",11976209.0
133,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",11808983.0
134,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",11675485.0
135,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",11606888.0
136,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",10998320.0
137,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",10798603.0
138,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",10499696.0
139,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",10084886.0
