Rank,Name,RSSDID,Location,TotalAsset
91,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",20517074.0
92,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",19872613.0
93,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",19769942.0
94,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",19754151.0
95,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",19267037.0
96,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18869983.0
97,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18869983.0
98,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",18857913.0
99,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",18580578.0
100,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",18175104.0
101,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",17903117.0
102,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",17453796.0
103,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",17365427.0
104,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",17169361.0
105,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",16986025.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",16934116.0
107,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",16906648.0
108,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",16895406.0
109,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16755431.0
110,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",16471302.0
111,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",15981583.0
112,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",15920978.0
113,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",15870890.0
114,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",15692079.0
115,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15077483.0
116,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",15026153.0
117,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",15006683.0
118,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",14897207.0
119,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14834688.0
120,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",14480700.0
121,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",14405607.0
122,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",14096406.0
123,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",14019281.0
124,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",13999664.0
125,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",13971938.0
126,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",13851900.0
127,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",13819378.0
128,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",13751297.0
129,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",13573357.0
130,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",13444217.0
131,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",13324524.0
132,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",13290447.0
133,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",13068341.0
134,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",13023685.0
135,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12934328.0
136,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",12288019.0
137,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",11356793.0
138,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",11012195.0
139,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",10847184.0
140,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",10835965.0
141,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",10513539.0
142,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",10339817.0
143,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",10335774.0
144,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",10059165.0
