Rank,Name,RSSDID,Location,TotalAsset
21,"CITIZENS FINANCIAL GROUP, INC.                                                                                          ",1132449,"PROVIDENCE, RI",161004687.0
22,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY                                                                          ,3840207,"BLOOMINGTON, IL",159866276.0
23,UNITED SERVICES AUTOMOBILE ASSOCIATION                                                                                  ,1447376,"SAN ANTONIO, TX",158695224.0
24,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",155686000.0
25,BMO FINANCIAL CORP.                                                                                                     ,1245415,"WILMINGTON, DE",154816926.0
26,FIFTH THIRD BANCORP                                                                                                     ,1070345,"CINCINNATI, OH",146069355.0
27,UBS AMERICAS HOLDING LLC                                                                                                ,4846998,"NEW YORK, NY",142716917.0
28,KEYCORP                                                                                                                 ,1068025,"CLEVELAND, OH",140037790.0
29,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",135634285.0
30,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",132212517.0
31,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",131226598.0
32,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",125767146.0
33,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",123380000.0
34,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",122033861.0
35,M&T BANK CORPORATION                                                                                                    ,1037003,"BUFFALO, NY",120097403.0
36,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",119599741.0
37,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",109552902.0
38,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",108781444.0
39,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",106792000.0
40,"BBVA COMPASS BANCSHARES, INC.                                                                                           ",1078529,"HOUSTON, TX",90947174.0
41,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",70906003.0
42,E*TRADE FINANCIAL CORPORATION                                                                                           ,3412583,"NEW YORK, NY",65003334.0
43,SVB FINANCIAL GROUP                                                                                                     ,1031449,"SANTA CLARA, CA",57020489.0
44,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",51899376.0
45,CIT GROUP INC.                                                                                                          ,1036967,"LIVINGSTON, NJ",48537362.0
46,"PEOPLE'S UNITED FINANCIAL, INC.                                                                                         ",3650152,"BRIDGEPORT, CT",47833478.0
47,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",47605000.0
48,MUTUAL OF OMAHA INSURANCE COMPANY                                                                                       ,1583836,"OMAHA, NE",43913434.0
49,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",41236258.0
50,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",41042356.0
51,FIRST HORIZON NATIONAL CORPORATION                                                                                      ,1094640,"MEMPHIS, TN",40834325.0
52,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",40744000.0
53,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",38543458.0
54,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",38212385.0
55,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",36864139.0
56,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",35408629.0
57,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",33647859.0
58,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",33112625.0
59,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",32669192.0
60,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",32370165.0
61,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",32164326.0
62,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"WAYNE, NJ",31863088.0
63,STERLING BANCORP                                                                                                        ,3083291,"MONTEBELLO, NY",31395303.0
64,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",31244849.0
65,IBERIABANK CORPORATION                                                                                                  ,2291914,"LAFAYETTE, LA",30833015.0
66,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",28258337.0
67,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",28244914.0
68,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",27630529.0
69,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",26939781.0
70,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",26310872.0
71,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",25731354.0
72,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",25504279.0
73,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",25031044.0
74,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",24519598.0
75,"UTRECHT-AMERICA HOLDINGS, INC.                                                                                          ",2307280,"NEW YORK, NY",24093694.0
76,TCF FINANCIAL CORPORATION                                                                                               ,2389941,"WAYZATA, MN",23709187.0
77,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",23351119.0
78,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",23109486.0
79,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",22700836.0
80,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",21647511.0
81,CHEMICAL FINANCIAL CORPORATION                                                                                          ,1201934,"DETROIT, MI",21498341.0
82,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",20695678.0
83,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",20641001.0
84,"MACY'S, INC.                                                                                                            ",4103310,"CINCINNATI, OH",20360669.0
85,"MB FINANCIAL, INC.                                                                                                      ",1090987,"CHICAGO, IL",20207026.0
86,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",19728445.0
87,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",19250498.0
88,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",18578162.0
89,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",18576135.0
90,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",18531442.0
91,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",17253182.0
92,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",17143974.0
93,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",16784737.0
94,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",16548240.0
95,MODERN WOODMEN OF AMERICA                                                                                               ,3057395,"ROCK ISLAND, IL",16475930.0
96,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",16188126.0
97,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",15505649.0
98,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",15308146.0
99,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",15302438.0
100,SOUTH STATE CORPORATION                                                                                                 ,1133437,"COLUMBIA, SC",14676328.0
101,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",14332955.0
102,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",14307254.0
103,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14238626.0
104,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",13986660.0
105,UNION BANKSHARES CORPORATION                                                                                            ,1971693,"RICHMOND, VA",13765293.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"DALLAS, TX",13683572.0
107,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",13297831.0
108,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",13286460.0
109,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",13194170.0
110,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",13104051.0
111,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",13095145.0
112,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",12934878.0
113,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",12730303.0
114,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",12576300.0
115,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12573641.0
116,"FCB FINANCIAL HOLDINGS, INC.                                                                                            ",3944628,"WESTON, FL",12525806.0
117,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",12475575.0
118,CENTERSTATE BANK CORPORATION                                                                                            ,2868129,"WINTER HAVEN, FL",12337588.0
119,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",12243561.0
120,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",12215537.0
121,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",12192038.0
122,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",12115484.0
123,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",11871953.0
124,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",11871317.0
125,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",11529153.0
126,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",11487387.0
127,AMERIS BANCORP                                                                                                          ,1082067,"MOULTRIE, GA",11443515.0
128,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",11408006.0
129,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",11381576.0
130,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",10970611.0
131,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",10630635.0
132,"BANC OF CALIFORNIA, INC.                                                                                                ",3153130,"SANTA ANA, CA",10630067.0
133,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",10607294.0
