Rank,Name,RSSDID,Location,TotalAsset
45,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"WESTBURY, NY",53640821.0
46,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",52115000.0
47,CIT GROUP INC.                                                                                                          ,1036967,"LIVINGSTON, NJ",50832836.0
48,MUTUAL OF OMAHA INSURANCE COMPANY                                                                                       ,1583836,"OMAHA, NE",50173566.0
49,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",48203282.0
50,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",47192950.0
51,TCF FINANCIAL CORPORATION                                                                                               ,1201934,"DETROIT, MI",46671889.0
52,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",44196096.0
53,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",43785000.0
54,FIRST HORIZON NATIONAL CORPORATION                                                                                      ,1094640,"MEMPHIS, TN",43313503.0
55,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",42323681.0
56,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",40153995.0
57,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",39824496.0
58,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"RENO, NV",39448440.0
59,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",37453416.0
60,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",36607723.0
61,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",34619626.0
62,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",34096890.0
63,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",32871293.0
64,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",32548132.0
65,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",32386478.0
66,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",32195337.0
67,IBERIABANK CORPORATION                                                                                                  ,2291914,"LAFAYETTE, LA",31713450.0
68,STERLING BANCORP                                                                                                        ,3083291,"MONTEBELLO, NY",30639452.0
69,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",30619716.0
70,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"WATERBURY, CT",30423561.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",28846809.0
72,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",27805498.0
73,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",26821948.0
74,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",26772548.0
75,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",26770806.0
76,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",26561355.0
77,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",26083903.0
78,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",24610225.0
79,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",23265010.0
80,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",23005630.0
81,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",22709114.0
82,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",22623708.0
83,"MACY'S, INC.                                                                                                            ",4103310,"CINCINNATI, OH",22547032.0
84,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",21861927.0
85,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",21264536.0
86,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",20411698.0
87,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",20166734.0
88,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",19971312.0
89,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",19662324.0
90,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",19467233.0
91,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",18242579.0
92,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",18095496.0
93,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",18094144.0
94,"FIRST MIDWEST BANCORP, INC.                                                                                             ",1208184,"CHICAGO, IL",17850397.0
95,CADENCE BANCORPORATION                                                                                                  ,4882802,"HOUSTON, TX",17785436.0
96,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",17563450.0
97,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"DALLAS, TX",17204194.0
98,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"DALLAS, TX",17204194.0
99,CENTERSTATE BANK CORPORATION                                                                                            ,2868129,"WINTER HAVEN, FL",17142025.0
100,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",16423161.0
101,SOUTH STATE CORPORATION                                                                                                 ,1133437,"COLUMBIA, SC",15921092.0
102,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",15848068.0
103,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",15808186.0
104,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",15719289.0
105,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",15667729.0
106,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"DALLAS, TX",15172448.0
107,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",15032047.0
108,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",14994431.0
109,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",14958207.0
110,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14806136.0
111,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",14644087.0
112,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",14511625.0
113,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",14079630.0
114,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",13745251.0
115,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",13683999.0
116,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",13497877.0
117,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",13400618.0
118,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",13216924.0
119,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",13209597.0
120,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",13168902.0
121,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",12918667.0
122,"GREAT WESTERN BANCORP, INC.                                                                                             ",4809920,"SIOUX FALLS, SD",12851665.0
123,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",12611266.0
124,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",12604031.0
125,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",12457254.0
126,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",12275530.0
127,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",12269288.0
128,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",12256302.0
129,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",12112894.0
130,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",11776012.0
131,EASTERN BANK CORPORATION                                                                                                ,1427239,"BOSTON, MA",11630179.0
132,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WYOMISSING, PA",11520717.0
133,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",11519167.0
134,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",11410295.0
135,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",11402982.0
136,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",11282450.0
137,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"WARREN, PA",10638226.0
