Rank,Name,RSSDID,Location,TotalAsset
68,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",35044801.0
69,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",34955900.0
70,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",33237730.0
71,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",33163459.0
72,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",32273320.0
73,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",31085377.0
74,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",30637126.0
75,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",29365511.0
76,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",28915250.0
77,"INVESTORS BANCORP, INC.                                                                                                 ",2477754,"SHORT HILLS, NJ",27988623.0
78,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",27305115.0
79,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",26630625.0
80,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",26100324.0
81,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",25544150.0
82,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",25042720.0
83,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",24488056.0
84,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"BLAIRSVILLE, GA",24376955.0
85,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",23560292.0
86,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",23243975.0
87,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",23000317.0
88,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",22837569.0
89,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",22107904.0
90,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21622296.0
91,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",20965562.0
92,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",20964674.0
93,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",20866570.0
94,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",20560279.0
95,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",20161270.0
96,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19948505.0
97,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",19929037.0
98,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",19783147.0
99,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",19230879.0
100,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",19178118.0
101,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18900207.0
102,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18900207.0
103,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",18617995.0
104,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",18356956.0
105,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",17963253.0
106,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",17832777.0
107,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",17804047.0
108,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",17590118.0
109,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",17539137.0
110,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",17441551.0
111,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",17105612.0
112,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16863757.0
113,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16776171.0
114,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",16527023.0
115,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16144860.0
116,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",16136688.0
117,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",16093642.0
118,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",16080950.0
119,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16009150.0
120,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",15908429.0
121,SILVERGATE CAPITAL CORPORATION                                                                                          ,3695667,"LA JOLLA, CA",15798013.0
122,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15625883.0
123,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",15465258.0
124,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",15339419.0
125,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",14580835.0
126,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14488373.0
127,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",13706769.0
128,"TRISTATE CAPITAL HOLDINGS, INC                                                                                          ",3475074,"PITTSBURGH, PA",13677667.0
129,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13617014.0
130,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",13314200.0
131,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",13027023.0
132,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12979545.0
133,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",12967417.0
134,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",12674191.0
135,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",12624478.0
136,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12567509.0
137,"SOFI TECHNOLOGIES, INC.                                                                                                 ",5586871,"SAN FRANCISCO, CA",12246576.0
138,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",12173262.0
139,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",12147833.0
140,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",12100708.0
141,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",12082911.0
142,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12078250.0
143,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",11731150.0
144,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11250330.0
145,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",11224374.0
146,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",11084210.0
147,SEACOAST BANKING CORPORATION OF FLORIDA                                                                                 ,1085013,"STUART, FL",10904817.0
148,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",10658089.0
149,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",10476172.0
150,"VERITEX HOLDINGS, INC.                                                                                                  ",4105266,"DALLAS, TX",10453680.0
151,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",10362532.0
152,"LAKELAND BANCORP, INC.                                                                                                  ",1404799,"OAK RIDGE, NJ",10279965.0
153,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10190120.0
154,TRICO BANCSHARES                                                                                                        ,1030170,"CHICO, CA",10118328.0
