Rank,Name,RSSDID,Location,TotalAsset
21,UBS AMERICAS HOLDING LLC                                                                                                ,4846998,"NEW YORK, NY",201284754.0
22,M&T BANK CORPORATION                                                                                                    ,1037003,"BUFFALO, NY",197955479.0
23,BMO FINANCIAL CORP.                                                                                                     ,1245415,"CHICAGO, IL",195054847.0
24,KEYCORP                                                                                                                 ,1068025,"CLEVELAND, OH",190232450.0
25,ALLY FINANCIAL INC.                                                                                                     ,1562859,"DETROIT, MI",188640000.0
26,BARCLAYS US LLC                                                                                                         ,5006575,"NEW YORK, NY",179481000.0
27,HUNTINGTON BANCSHARES INCORPORATED                                                                                      ,1068191,"COLUMBUS, OH",179402155.0
28,"SANTANDER HOLDINGS USA, INC.                                                                                            ",3981856,"BOSTON, MA",166828828.0
29,RBC US GROUP HOLDINGS LLC                                                                                               ,5280254,"TORONTO, CANADA                                  ",163738386.0
30,NORTHERN TRUST CORPORATION                                                                                              ,1199611,"CHICAGO, IL",159839583.0
31,REGIONS FINANCIAL CORPORATION                                                                                           ,3242838,"BIRMINGHAM, AL",157943000.0
32,"AMERIPRISE FINANCIAL, INC.                                                                                              ",2433312,"MINNEAPOLIS, MN",153362998.0
33,MUFG AMERICAS HOLDINGS CORPORATION                                                                                      ,1378434,"NEW YORK, NY",151874906.0
34,"BNP PARIBAS USA, INC.                                                                                                   ",1575569,"NEW YORK, NY",143787541.0
35,DISCOVER FINANCIAL SERVICES                                                                                             ,3846375,"RIVERWOODS, IL",121885743.0
36,"FIRST CITIZENS BANCSHARES, INC.                                                                                         ",1075612,"RALEIGH, NC",109310039.0
37,DB USA CORPORATION                                                                                                      ,2816906,"NEW YORK, NY",106547000.0
38,SYNCHRONY FINANCIAL                                                                                                     ,4504654,"STAMFORD, CT",100766000.0
39,COMERICA INCORPORATED                                                                                                   ,1199844,"DALLAS, TX",84344000.0
40,"RAYMOND JAMES FINANCIAL, INC.                                                                                           ",3815157,"SAINT PETERSBURG, FL",80950684.0
41,FIRST HORIZON CORPORATION                                                                                               ,1094640,"MEMPHIS, TN",80300257.0
42,"CREDIT SUISSE HOLDINGS (USA), INC.                                                                                      ",1574834,"NEW YORK, NY",79239654.0
43,"POPULAR, INC.                                                                                                           ",1129382,"SAN JUAN, PUERTO RICO                             ",70741000.0
44,WESTERN ALLIANCE BANCORPORATION                                                                                         ,2349815,"PHOENIX, AZ",69164937.0
45,WEBSTER FINANCIAL CORPORATION                                                                                           ,1145476,"STAMFORD, CT",69052567.0
46,CIBC BANCORP USA INC.                                                                                                   ,5014141,"CHICAGO, IL",66664781.0
47,"NEW YORK COMMUNITY BANCORP, INC.                                                                                        ",2132932,"HICKSVILLE, NY",62956248.0
48,"EAST WEST BANCORP, INC.                                                                                                 ",2734233,"PASADENA, CA",62576061.0
49,SYNOVUS FINANCIAL CORP.                                                                                                 ,1078846,"COLUMBUS, GA",58644225.0
50,MIZUHO AMERICAS LLC                                                                                                     ,5034792,"NEW YORK, NY",58043000.0
51,VALLEY NATIONAL BANCORP                                                                                                 ,1048773,"NEW YORK, NY",55927501.0
52,"CULLEN/FROST BANKERS, INC.                                                                                              ",1102367,"SAN ANTONIO, TX",52976570.0
53,WINTRUST FINANCIAL CORPORATION                                                                                          ,2260406,"ROSEMONT, IL",52378078.0
54,JOHN DEERE CAPITAL CORPORATION                                                                                          ,3843075,"MADISON, WI",48356213.0
55,OLD NATIONAL BANCORP                                                                                                    ,1098303,"EVANSVILLE, IN",46221736.0
56,SOUTHSTATE CORPORATION                                                                                                  ,1133437,"WINTER HAVEN, FL",44422376.0
57,BOK FINANCIAL CORPORATION                                                                                               ,1883693,"TULSA, OK",43725391.0
58,F.N.B. CORPORATION                                                                                                      ,3005332,"PITTSBURGH, PA",42692203.0
59,PACWEST BANCORP                                                                                                         ,2875332,"BEVERLY HILLS, CA",41404592.0
60,"PINNACLE FINANCIAL PARTNERS, INC.                                                                                       ",2925657,"NASHVILLE, TN",41000118.0
61,ASSOCIATED BANC-CORP                                                                                                    ,1199563,"GREEN BAY, WI",38049607.0
62,"PROSPERITY BANCSHARES, INC.                                                                                             ",1109599,"HOUSTON, TX",37850605.0
63,"TIAA FSB HOLDINGS, INC.                                                                                                 ",3838857,"JACKSONVILLE, FL",37629032.0
64,STIFEL FINANCIAL CORP.                                                                                                  ,3063622,"SAINT LOUIS, MO",37612063.0
65,UMB FINANCIAL CORPORATION                                                                                               ,1049828,"KANSAS CITY, MO",37581062.0
66,"BANKUNITED, INC.                                                                                                        ",4028712,"MIAMI LAKES, FL",36599906.0
67,"SMBC AMERICAS HOLDINGS, INC.                                                                                            ",2170804,"NEW YORK, NY",34653811.0
68,HANCOCK WHITNEY CORPORATION                                                                                             ,1086533,"GULFPORT, MS",34574919.0
69,MIDLAND FINANCIAL CO.                                                                                                   ,2568278,"OKLAHOMA CITY, OK",33358581.0
70,"COMMERCE BANCSHARES, INC.                                                                                               ",1049341,"KANSAS CITY, MO",32636355.0
71,UMPQUA HOLDINGS CORPORATION                                                                                             ,2747644,"PORTLAND, OR",31471960.0
72,"FIRST INTERSTATE BANCSYSTEM, INC.                                                                                       ",1123670,"BILLINGS, MT",31345880.0
73,"TEXAS CAPITAL BANCSHARES, INC.                                                                                          ",2706735,"DALLAS, TX",30408513.0
74,"UNITED BANKSHARES, INC.                                                                                                 ",1076217,"CHARLESTON, WV",29048475.0
75,FIRSTBANK HOLDING COMPANY                                                                                               ,1060627,"LAKEWOOD, CO",28487756.0
76,BEAL FINANCIAL CORPORATION                                                                                              ,3818804,"PLANO, TX",27898128.0
77,SIMMONS FIRST NATIONAL CORPORATION                                                                                      ,1094828,"PINE BLUFF, AR",27076087.0
78,"GLACIER BANCORP, INC.                                                                                                   ",2003975,"KALISPELL, MT",26732954.0
79,"FIRST NATIONAL OF NEBRASKA, INC.                                                                                        ",1020902,"OMAHA, NE",26719459.0
80,FULTON FINANCIAL CORPORATION                                                                                            ,1117129,"LANCASTER, PA",26090151.0
81,"ARVEST BANK GROUP, INC.                                                                                                 ",1095674,"BENTONVILLE, AR",25894839.0
82,"FLAGSTAR BANCORP, INC.                                                                                                  ",3852022,"TROY, MI",25442911.0
83,"FIRST HAWAIIAN, INC.                                                                                                    ",1025608,"HONOLULU, HI",24870272.0
84,"BCI FINANCIAL GROUP, INC.                                                                                               ",3762457,"MIAMI, FL",24183178.0
85,AMERIS BANCORP                                                                                                          ,1082067,"ATLANTA, GA",23813664.0
86,"UNITED COMMUNITY BANKS, INC.                                                                                            ",1249347,"GREENVILLE, SC",23692809.0
87,"HOME BANCSHARES, INC.                                                                                                   ",1491409,"CONWAY, AR",23157370.0
88,BANK OF HAWAII CORPORATION                                                                                              ,1025309,"HONOLULU, HI",23134040.0
89,EASTERN BANKSHARES INC                                                                                                  ,1427239,"BOSTON, MA",22045362.0
90,CATHAY GENERAL BANCORP                                                                                                  ,1843080,"LOS ANGELES, CA",21890130.0
91,"PACIFIC PREMIER BANCORP, INC.                                                                                           ",3489594,"IRVINE, CA",21619201.0
92,"WASHINGTON FEDERAL, INC.                                                                                                ",3065617,"SEATTLE, WA",20772131.0
93,"COLUMBIA BANKING SYSTEM, INC.                                                                                           ",2078816,"TACOMA, WA",20411552.0
94,"CUSTOMERS BANCORP, INC                                                                                                  ",4284536,"WEST READING, PA",20381808.0
95,WSFS FINANCIAL CORPORATION                                                                                              ,3844269,"WILMINGTON, DE",19985387.0
96,ATLANTIC UNION BANKSHARES CORPORATION                                                                                   ,1971693,"RICHMOND, VA",19950356.0
97,INDEPENDENT BANK CORP.                                                                                                  ,1136803,"ROCKLAND, MA",19705652.0
98,"HEARTLAND FINANCIAL USA, INC.                                                                                           ",1206546,"DUBUQUE, IA",19682950.0
99,"CENTRAL BANCOMPANY, INC                                                                                                 ",1094314,"JEFFERSON CITY, MO",19554754.0
100,"HOPE BANCORP, INC.                                                                                                      ",2961879,"LOS ANGELES, CA",19084610.0
101,FIRST BANCORP                                                                                                           ,2744894,"SAN JUAN, PUERTO RICO                             ",18442034.0
102,"AXOS FINANCIAL, INC.                                                                                                    ",3814310,"LAS VEGAS, NV",18407078.0
103,"EB ACQUISITION COMPANY, LLC                                                                                             ",4759669,"UNIVERSITY PARK, TX",18349910.0
104,EB ACQUISITION COMPANY II LLC                                                                                           ,5375459,"UNIVERSITY PARK, TX",18349910.0
105,"INDEPENDENT BANK GROUP, INC.                                                                                            ",3140288,"MCKINNEY, TX",17944493.0
106,FIRST MERCHANTS CORPORATION                                                                                             ,1208559,"MUNCIE, IN",17718985.0
107,"PINNACLE BANCORP, INC.                                                                                                  ",1053272,"OMAHA, NE",17677299.0
108,TRUSTMARK CORPORATION                                                                                                   ,1079562,"JACKSON, MS",17190634.0
109,"APPLE FINANCIAL HOLDINGS, INC.                                                                                          ",3446412,"NEW YORK, NY",16809639.0
110,FIRST FINANCIAL BANCORP                                                                                                 ,1071276,"CINCINNATI, OH",16623793.0
111,"HILLTOP HOLDINGS, INC                                                                                                   ",3838727,"UNIVERSITY PARK, TX",16615291.0
112,"WESBANCO, INC.                                                                                                          ",1070448,"WHEELING, WV",16605694.0
113,FIRST AMERICAN FINANCIAL CORPORATION                                                                                    ,1250101,"SANTA ANA, CA",16485521.0
114,RENASANT CORPORATION                                                                                                    ,1098844,"TUPELO, MS",16471099.0
115,BANNER CORPORATION                                                                                                      ,2126977,"WALLA WALLA, WA",16360809.0
116,CVB FINANCIAL CORP.                                                                                                     ,1029222,"ONTARIO, CA",16349276.0
117,"MACY'S, INC.                                                                                                            ",4103310,"NEW YORK, NY",16342472.0
118,"HAWAIIAN ELECTRIC INDUSTRIES, INC.                                                                                      ",3842957,"HONOLULU, HI",16264868.0
119,INTERNATIONAL BANCSHARES CORPORATION                                                                                    ,1104231,"LAREDO, TX",16094950.0
120,BREMER FINANCIAL CORPORATION                                                                                            ,1020180,"SAINT PAUL, MN",15909133.0
121,"SOFI TECHNOLOGIES, INC.                                                                                                 ",5586871,"SAN FRANCISCO, CA",15834903.0
122,"THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND, MHC                                                            ",3828036,"CLEVELAND, OH",15789825.0
123,"COMMUNITY BANK SYSTEM, INC.                                                                                             ",1048867,"DEWITT, NY",15594547.0
124,SILVERGATE CAPITAL CORPORATION                                                                                          ,3695667,"LA JOLLA, CA",15467340.0
125,"SPEND LIFE WISELY COMPANY, INC.                                                                                         ",1058398,"DURANT, OK",14553474.0
126,NORTHWEST BANCSHARES INC                                                                                                ,4122722,"COLUMBUS, OH",14049774.0
127,"NEXBANK CAPITAL, INC.                                                                                                   ",3823844,"DALLAS, TX",13918150.0
128,"SERVISFIRST BANCSHARES, INC.                                                                                            ",3635319,"HOMEWOOD, AL",13890030.0
129,"SANDY SPRING BANCORP, INC.                                                                                              ",1248304,"OLNEY, MD",13765597.0
130,"PROVIDENT FINANCIAL SERVICES, INC.                                                                                      ",3133637,"JERSEY CITY, NJ",13603846.0
131,"FIRST FINANCIAL BANKSHARES, INC.                                                                                        ",1102312,"ABILENE, TX",13110344.0
132,ENTERPRISE FINANCIAL SERVICES CORP                                                                                      ,2303910,"CLAYTON, MO",12994787.0
133,"DIME COMMUNITY BANCSHARES, INC.                                                                                         ",1416523,"HAUPPAUGE, NY",12880136.0
134,OCEANFIRST FINANCIAL CORP.                                                                                              ,2609975,"TOMS RIVER, NJ",12653632.0
135,FIRST BUSEY CORPORATION                                                                                                 ,1203602,"CHAMPAIGN, IL",12497388.0
136,BANCFIRST CORPORATION                                                                                                   ,1133286,"OKLAHOMA CITY, OK",12454714.0
137,"DISCOUNT BANCORP, INC.                                                                                                  ",2894230,"NEW YORK, NY",12369155.0
138,FIRST FOUNDATION INC.                                                                                                   ,3842658,"DALLAS, TX",12331541.0
139,FB FINANCIAL CORPORATION                                                                                                ,1132104,"NASHVILLE, TN",12258082.0
140,"STATE BANKSHARES, INC.                                                                                                  ",1417333,"FARGO, ND",11996176.0
141,MERCHANTS BANCORP                                                                                                       ,3530786,"CARMEL, IN",11978722.0
142,"VERITEX HOLDINGS, INC.                                                                                                  ",4105266,"DALLAS, TX",11714454.0
143,NBT BANCORP INC.                                                                                                        ,1139279,"NORWICH, NY",11640742.0
144,"BERKSHIRE HILLS BANCORP, INC                                                                                            ",2333663,"BOSTON, MA",11320477.0
145,DOLLAR MUTUAL BANCORP                                                                                                   ,5218097,"PITTSBURGH, PA",11028532.0
146,"EAGLE BANCORP, INC.                                                                                                     ",2652104,"BETHESDA, MD",10713044.0
147,W.T.B. FINANCIAL CORPORATION                                                                                            ,1029464,"SPOKANE, WA",10559417.0
148,FIRST BANCORP                                                                                                           ,1076431,"SOUTHERN PINES, NC",10517002.0
149,"LAKELAND BANCORP, INC.                                                                                                  ",1404799,"OAK RIDGE, NJ",10516976.0
150,SEACOAST BANKING CORPORATION OF FLORIDA                                                                                 ,1085013,"STUART, FL",10345235.0
151,OFG BANCORP                                                                                                             ,2490575,"SAN JUAN, PUERTO RICO                             ",10058179.0
152,COLUMBIA BANK MHC                                                                                                       ,2571120,"FAIR LAWN, NJ",10000693.0
