"ACTIVE","ADDRESS","ADDRESS2","ASSET","BKCLASS","CALLFORM","CB","CBSA","CBSA_DIV","CBSA_DIV_FLG","CBSA_DIV_NO","CBSA_METRO","CBSA_METRO_FLG","CBSA_METRO_NAME","CBSA_MICRO_FLG","CBSA_NO","CERT","CFPBEFFDTE","CFPBENDDTE","CFPBFLAG","CHARTER","CHRTAGNT","CITY","CITYHCR","CLCODE","CMSA","CMSA_NO","CONSERVE","COUNTY","CSA","CSA_FLG","CSA_NO","DENOVO","DEP","DEPDOM","DOCKET","EFFDATE","ENDEFYMD","EQ","ESTYMD","FDICDBS","FDICREGN","FDICSUPV","FED","FEDCHRTR","FEDDESC","FED_RSSD","FLDOFF","FORM31","HCTMULT","IBA","ID","INACTIVE","INSAGNT1","INSAGNT2","INSBIF","INSCOML","INSDATE","INSDIF","INSFDIC","INSSAIF","INSSAVE","INSTAG","INSTCRCD","LATITUDE","LAW_SASSER_FLG","LONGITUDE","MDI_STATUS_CODE","MDI_STATUS_DESC","MSA","MSA_NO","MUTUAL","NAME","NAMEHCR","NETINC","NETINCQ","NEWCERT","OAKAR","OCCDIST","OCCDISTDESC","OFFDOM","OFFFOR","OFFICES","OFFOA","OI","OTSDIST","OTSREGNM","PARCERT","PRIORNAME1","QBPRCOML","REGAGENT2","REGAGNT","REPDTE","RISDATE","ROA","ROAPTX","ROAPTXQ","ROAQ","ROE","ROEQ","RSSDHCR","RUNDATE","S10T250B","SASSER","SPECGRP","SPECGRPN","STALP","STALPHCR","STCHRTR","STCNTY","STNAME","STNUM","SUBCHAPS","SUPRV_FD","SZ100","SZ100T1B","SZ1BT10B","SZ250BP","TE01N528","TE01N529","TE02N528","TE02N529","TE03N528","TE03N529","TE04N528","TE04N529","TE05N528","TE05N529","TE06N528","TE06N529","TE07N528","TE08N528","TE09N528","TE10N528","TRACT","TRUST","ULTCERT","UNINUM","WEBADDR","ZIP"
1,"100 N Tryon St","",2565878000,"N",31,"0","Charlotte-Concord-Gastonia, NC-SC","","0","","16740","1","Charlotte-Concord-Gastonia, NC-SC","0","16740",3510,"2011-07-21","9999-12-31",1,"13044","OCC","Charlotte","CHARLOTTE","3","","0","N","Mecklenburg","Charlotte-Concord, NC-SC","1","172","0",2017820000,1892511000,"0","08/31/2022","12/31/9999","243688000","10/17/1904",5,"Atlanta","Washington","5",1,"RICHMOND","480228","Charlotte","1","1",0,"3510",0,"DIF","",0,1,"01/01/1934",1,1,0,0,"0",0,35.227620892290524,"N",-80.84241441214161,"","NULL","Charlotte-Gastonia-Rock Hill, NC-SC","1520","0","Bank of America, National Association","BANK OF AMERICA CORP",20274000,7057000,0,0,"1","NORTHEAST DISTRICT",3710,229,3903,0,0,"2","Southeast","0","Bank of America National Trust and Savings Association","2","","OCC","09/30/2024","09/30/2024",1.0593310650076257,1.1645640118817184,1.2,1.1,11.3,11.69,"1073757","12/13/2024",0,0,9,"All Other Over 1 Billion","NC","NC",0,"37119","North Carolina","37","0","16",0,0,0,1,"www.ml.com","Bank of America","www.merrilledge.com","Bank of America Merrill Lynch","www.mymerrill.com","BofA","privatebank.bankofamerica.com","BofAML","promo.bankofamerica.com","Merrill","secure.bankofamerica.com","Merrill Lynch","about.bankofamerica.com","promotions.bankofamerica.com","benefits.ml.com","olui2.fs.ml.com","1","1","3510","2238","www.bankofamerica.com","28202"
